SK_ID_CURR,TARGET
101318,0.23
101327,0.3
101329,0.29
101332,0.24
101337,0.23
101343,0.26
101345,0.17
101346,0.27
101353,0.24
101354,0.36
101355,0.34
101356,0.28
101362,0.34
101363,0.38
101365,0.24
101366,0.32
101367,0.35
101368,0.23
101374,0.25
101380,0.25
101383,0.25
101398,0.22
101399,0.45
101401,0.28
101412,0.28
101426,0.3
101427,0.4
101428,0.33
101429,0.37
101434,0.29
101440,0.26
101448,0.28
101449,0.19
101465,0.21
101467,0.23
101472,0.32
101478,0.29
101497,0.28
101504,0.36
101547,0.23
101548,0.27
101555,0.37
101570,0.31
101572,0.34
101578,0.33
101580,0.37
101588,0.38
101602,0.25
101610,0.35
101614,0.29
101616,0.41
101643,0.34
101644,0.22
101649,0.39
101650,0.23
101665,0.15
101667,0.37
101669,0.26
101674,0.27
101675,0.27
101678,0.41
101682,0.25
101686,0.32
101697,0.31
101700,0.4
101711,0.19
101714,0.26
101715,0.4
101728,0.27
101732,0.25
101757,0.32
101758,0.32
101759,0.3
101762,0.17
101764,0.28
101780,0.43
101784,0.21
101789,0.2
101816,0.22
101819,0.16
101827,0.22
101863,0.32
101867,0.34
101870,0.26
101873,0.28
101878,0.34
101879,0.26
101880,0.3
101887,0.32
101897,0.17
101901,0.27
101903,0.41
101920,0.27
101921,0.37
101922,0.29
101961,0.33
101962,0.2
101971,0.27
101976,0.41
102002,0.31
102005,0.2
102007,0.38
102017,0.15
102019,0.35
102029,0.21
102051,0.31
102052,0.18
102054,0.26
102062,0.26
102067,0.31
102068,0.34
102070,0.35
102090,0.36
102092,0.28
102099,0.36
102100,0.15
102112,0.44
102113,0.25
102122,0.34
102123,0.32
102125,0.24
102126,0.35
102146,0.28
102147,0.35
102151,0.34
102158,0.37
102159,0.25
102162,0.36
102165,0.2
102166,0.31
102174,0.27
102193,0.41
102198,0.22
102205,0.3
102206,0.29
102218,0.27
102221,0.35
102230,0.29
102238,0.22
102248,0.33
102252,0.44
102259,0.21
102262,0.27
102273,0.27
102286,0.41
102293,0.3
102294,0.21
102296,0.27
102298,0.38
102303,0.23
102309,0.25
102315,0.2
102340,0.26
102342,0.26
102344,0.24
102346,0.28
102347,0.26
102374,0.25
102380,0.29
102387,0.27
102393,0.29
102403,0.28
102413,0.26
102414,0.24
102415,0.29
102416,0.22
102439,0.3
102441,0.23
102443,0.23
102444,0.36
102445,0.26
102448,0.26
102449,0.26
102450,0.38
102456,0.27
102458,0.33
102459,0.34
102465,0.27
102470,0.41
102471,0.22
102475,0.35
102476,0.27
102506,0.4
102509,0.29
102519,0.21
102522,0.26
102545,0.25
102549,0.33
102562,0.16
102563,0.25
102568,0.22
102582,0.31
102592,0.18
102597,0.31
102605,0.25
102614,0.21
102617,0.36
102634,0.34
102652,0.27
102655,0.23
102671,0.3
102694,0.28
102701,0.36
102703,0.2
102704,0.24
102713,0.24
102720,0.28
102731,0.19
102733,0.22
102749,0.26
102755,0.24
102763,0.21
102770,0.27
102772,0.34
102799,0.27
102838,0.24
102854,0.26
102862,0.39
102863,0.24
102867,0.23
102868,0.38
102878,0.22
102887,0.39
102898,0.37
102904,0.3
102912,0.32
102919,0.21
102927,0.28
102932,0.22
102933,0.36
102935,0.23
102958,0.31
102969,0.38
102971,0.21
102975,0.15
102979,0.43
102982,0.18
102987,0.39
102989,0.34
102995,0.29
102996,0.27
103000,0.2
103001,0.46
103004,0.25
103010,0.24
103025,0.45
103029,0.24
103046,0.32
103056,0.27
103062,0.31
103078,0.38
103083,0.26
103092,0.28
103096,0.32
103097,0.41
103102,0.27
103112,0.31
103132,0.26
103144,0.28
103145,0.29
103146,0.3
103147,0.27
103158,0.22
103171,0.22
103173,0.29
103184,0.21
103195,0.41
103196,0.27
103206,0.33
103230,0.4
103231,0.35
103232,0.27
103239,0.28
103240,0.38
103243,0.27
103252,0.25
103258,0.3
103259,0.4
103279,0.28
103280,0.18
103286,0.33
103287,0.51
103290,0.31
103298,0.36
103315,0.24
103319,0.24
103334,0.39
103336,0.25
103345,0.29
103368,0.28
103371,0.39
103377,0.35
103398,0.24
103404,0.32
103408,0.35
103410,0.21
103418,0.16
103420,0.39
103432,0.29
103433,0.27
103436,0.26
103440,0.34
103453,0.36
103459,0.35
103460,0.2
103461,0.22
103462,0.3
103473,0.45
103474,0.12
103475,0.37
103478,0.36
103480,0.38
103484,0.22
103494,0.23
103513,0.26
103515,0.23
103516,0.43
103525,0.31
103541,0.39
103544,0.21
103562,0.34
103570,0.42
103572,0.34
103574,0.18
103575,0.32
103591,0.4
103594,0.29
103609,0.26
103613,0.37
103614,0.3
103615,0.18
103624,0.3
103625,0.39
103628,0.35
103629,0.22
103647,0.23
103648,0.29
103651,0.27
103658,0.26
103668,0.34
103669,0.27
103676,0.25
103682,0.27
103683,0.17
103689,0.12
103725,0.23
103733,0.31
103744,0.23
103762,0.33
103771,0.32
103773,0.21
103783,0.22
103784,0.22
103808,0.23
103812,0.25
103813,0.29
103814,0.29
103818,0.36
103824,0.2
103828,0.22
103830,0.36
103840,0.26
103842,0.4
103847,0.36
103848,0.27
103851,0.23
103854,0.34
103857,0.36
103861,0.25
103862,0.33
103865,0.34
103870,0.14
103876,0.32
103891,0.41
103908,0.16
103914,0.33
103918,0.32
103940,0.28
103963,0.41
103966,0.31
103971,0.32
103980,0.35
103984,0.3
103985,0.21
103998,0.34
104019,0.25
104026,0.36
104035,0.33
104044,0.28
104045,0.28
104047,0.41
104051,0.23
104058,0.16
104063,0.31
104066,0.31
104087,0.23
104089,0.25
104095,0.23
104098,0.4
104104,0.18
104110,0.35
104120,0.25
104122,0.16
104131,0.25
104132,0.37
104135,0.36
104136,0.26
104149,0.26
104150,0.18
104156,0.35
104165,0.37
104175,0.2
104179,0.24
104184,0.3
104206,0.25
104216,0.48
104230,0.41
104257,0.27
104272,0.23
104273,0.29
104278,0.21
104294,0.29
104295,0.25
104297,0.18
104298,0.24
104308,0.32
104318,0.18
104319,0.27
104320,0.32
104327,0.27
104334,0.24
104344,0.28
104350,0.24
104351,0.31
104354,0.26
104369,0.37
104376,0.27
104381,0.23
104384,0.27
104391,0.28
104394,0.35
104398,0.34
104402,0.2
104408,0.26
104409,0.28
104410,0.39
104412,0.32
104417,0.47
104424,0.3
104426,0.17
104435,0.28
104445,0.23
104458,0.25
104460,0.27
104466,0.27
104472,0.35
104473,0.37
104479,0.19
104480,0.28
104482,0.31
104499,0.21
104501,0.22
104502,0.3
104506,0.27
104510,0.23
104512,0.21
104520,0.4
104528,0.35
104529,0.25
104541,0.24
104578,0.23
104584,0.38
104588,0.35
104602,0.25
104610,0.2
104611,0.27
104618,0.33
104620,0.28
104622,0.29
104624,0.21
104625,0.27
104634,0.38
104639,0.23
104646,0.25
104647,0.19
104652,0.28
104670,0.33
104677,0.28
104685,0.51
104691,0.3
104696,0.24
104699,0.23
104712,0.39
104714,0.35
104717,0.22
104718,0.26
104740,0.27
104741,0.24
104743,0.19
104744,0.35
104747,0.3
104767,0.27
104772,0.4
104776,0.38
104779,0.16
104814,0.35
104815,0.26
104830,0.24
104831,0.4
104833,0.28
104839,0.24
104840,0.28
104860,0.23
104861,0.31
104866,0.24
104870,0.27
104877,0.3
104878,0.18
104879,0.29
104880,0.3
104899,0.27
104906,0.23
104907,0.33
104913,0.25
104916,0.37
104921,0.32
104930,0.18
104931,0.37
104936,0.28
104937,0.29
104942,0.36
104943,0.27
104969,0.36
104972,0.42
104988,0.22
105013,0.35
105015,0.25
105019,0.33
105027,0.35
105030,0.23
105035,0.43
105041,0.25
105051,0.25
105056,0.22
105067,0.48
105071,0.23
105072,0.2
105074,0.29
105091,0.24
105101,0.28
105103,0.26
105134,0.24
105139,0.22
105142,0.33
105146,0.22
105163,0.28
105168,0.32
105172,0.26
105176,0.42
105195,0.24
105196,0.31
105197,0.15
105203,0.26
105223,0.26
105227,0.34
105228,0.27
105230,0.3
105231,0.33
105239,0.27
105242,0.23
105244,0.3
105245,0.24
105248,0.22
105249,0.21
105266,0.32
105271,0.52
105276,0.32
105282,0.27
105292,0.19
105297,0.23
105332,0.42
105333,0.23
105343,0.32
105344,0.37
105345,0.3
105357,0.22
105359,0.2
105366,0.18
105367,0.26
105370,0.15
105377,0.33
105390,0.3
105399,0.18
105403,0.31
105404,0.4
105414,0.24
105417,0.21
105425,0.31
105452,0.37
105454,0.3
105456,0.29
105470,0.17
105471,0.21
105483,0.23
105493,0.28
105508,0.44
105514,0.34
105515,0.22
105528,0.46
105529,0.19
105531,0.23
105532,0.23
105558,0.18
105574,0.26
105578,0.23
105584,0.36
105595,0.26
105617,0.25
105618,0.28
105621,0.27
105625,0.34
105629,0.22
105630,0.22
105634,0.17
105635,0.27
105641,0.28
105647,0.36
105648,0.3
105655,0.22
105657,0.28
105672,0.32
105678,0.24
105682,0.16
105691,0.39
105692,0.28
105706,0.29
105712,0.29
105720,0.26
105734,0.26
105735,0.3
105736,0.36
105737,0.23
105738,0.33
105740,0.32
105744,0.31
105747,0.37
105749,0.31
105754,0.27
105758,0.26
105760,0.3
105767,0.33
105784,0.44
105791,0.26
105802,0.38
105807,0.38
105809,0.36
105816,0.28
105817,0.25
105824,0.28
105832,0.29
105856,0.24
105865,0.23
105899,0.39
105906,0.2
105916,0.21
105923,0.34
105937,0.37
105965,0.22
105966,0.27
105968,0.21
105973,0.34
105976,0.28
105978,0.18
105979,0.17
105991,0.3
105998,0.37
105999,0.37
106000,0.31
106001,0.27
106010,0.3
106011,0.33
106013,0.42
106015,0.26
106026,0.27
106032,0.35
106035,0.41
106040,0.22
106041,0.37
106044,0.21
106053,0.36
106054,0.23
106065,0.42
106081,0.32
106083,0.26
106087,0.27
106090,0.2
106101,0.2
106102,0.34
106109,0.31
106116,0.33
106150,0.19
106155,0.37
106166,0.33
106176,0.34
106189,0.2
106199,0.25
106205,0.24
106206,0.31
106211,0.33
106214,0.2
106216,0.22
106217,0.3
106225,0.15
106249,0.19
106256,0.34
106258,0.3
106261,0.26
106262,0.27
106264,0.25
106271,0.34
106276,0.19
106277,0.3
106286,0.36
106293,0.11
106295,0.21
106296,0.34
106297,0.25
106298,0.3
106311,0.26
106314,0.33
106320,0.28
106334,0.38
106346,0.41
106347,0.27
106349,0.3
106354,0.32
106360,0.33
106373,0.31
106377,0.35
106386,0.34
106387,0.33
106391,0.19
106401,0.33
106411,0.31
106413,0.43
106426,0.38
106427,0.21
106428,0.32
106434,0.34
106438,0.37
106440,0.27
106441,0.24
106452,0.22
106453,0.39
106454,0.29
106457,0.4
106484,0.27
106488,0.42
106491,0.32
106514,0.29
106527,0.34
106528,0.26
106529,0.19
106534,0.44
106550,0.27
106577,0.28
106585,0.31
106590,0.24
106607,0.24
106610,0.26
106611,0.32
106612,0.28
106624,0.19
106631,0.27
106647,0.5
106660,0.28
106674,0.26
106687,0.32
106712,0.3
106713,0.28
106717,0.24
106720,0.26
106721,0.39
106724,0.28
106735,0.36
106739,0.35
106740,0.31
106754,0.28
106760,0.41
106761,0.34
106784,0.25
106787,0.29
106797,0.31
106798,0.27
106802,0.25
106803,0.26
106804,0.46
106805,0.24
106810,0.3
106812,0.41
106813,0.32
106817,0.3
106822,0.3
106823,0.24
106827,0.3
106841,0.28
106851,0.33
106852,0.33
106853,0.31
106854,0.49
106861,0.32
106873,0.25
106877,0.24
106878,0.18
106881,0.27
106900,0.27
106906,0.17
106907,0.38
106914,0.2
106916,0.29
106924,0.13
106931,0.21
106936,0.27
106937,0.29
106938,0.24
106939,0.35
106943,0.23
106944,0.48
106967,0.27
106980,0.23
106986,0.3
106987,0.32
106990,0.32
107013,0.26
107023,0.3
107033,0.28
107037,0.43
107048,0.31
107071,0.33
107081,0.18
107113,0.34
107130,0.27
107131,0.28
107145,0.31
107156,0.18
107219,0.26
107222,0.33
107223,0.49
107232,0.34
107245,0.25
107246,0.14
107247,0.28
107256,0.2
107259,0.21
107260,0.23
107279,0.34
107280,0.26
107281,0.32
107285,0.29
107329,0.31
107337,0.33
107349,0.24
107350,0.3
107351,0.2
107359,0.39
107391,0.23
107394,0.32
107395,0.21
107406,0.32
107416,0.42
107417,0.2
107418,0.23
107419,0.25
107444,0.32
107445,0.25
107446,0.37
107460,0.27
107470,0.31
107475,0.31
107520,0.26
107526,0.26
107527,0.2
107530,0.26
107532,0.33
107534,0.41
107535,0.37
107554,0.4
107556,0.31
107559,0.36
107561,0.12
107564,0.28
107566,0.25
107571,0.27
107590,0.4
107602,0.28
107625,0.29
107626,0.37
107635,0.29
107636,0.36
107645,0.21
107652,0.35
107655,0.24
107668,0.31
107670,0.28
107677,0.23
107680,0.25
107683,0.34
107684,0.22
107691,0.26
107692,0.35
107703,0.28
107709,0.27
107710,0.37
107721,0.43
107725,0.34
107727,0.24
107739,0.29
107740,0.37
107741,0.27
107747,0.2
107765,0.39
107768,0.29
107775,0.33
107782,0.4
107790,0.34
107801,0.25
107807,0.17
107811,0.27
107817,0.3
107826,0.2
107838,0.18
107839,0.3
107843,0.32
107847,0.3
107849,0.34
107850,0.24
107867,0.37
107871,0.34
107908,0.26
107913,0.3
107927,0.22
107931,0.2
107955,0.16
107962,0.36
107977,0.19
107978,0.37
107993,0.24
108010,0.26
108016,0.26
108018,0.44
108027,0.34
108045,0.33
108069,0.3
108082,0.35
108089,0.31
108092,0.19
108106,0.19
108112,0.32
108120,0.28
108122,0.4
108135,0.31
108170,0.29
108171,0.35
108177,0.2
108180,0.34
108183,0.24
108184,0.19
108185,0.34
108192,0.29
108195,0.32
108196,0.29
108218,0.24
108219,0.37
108243,0.34
108249,0.26
108251,0.24
108274,0.26
108280,0.44
108289,0.33
108292,0.28
108295,0.21
108327,0.25
108332,0.21
108346,0.27
108349,0.36
108353,0.32
108362,0.3
108363,0.24
108377,0.46
108378,0.36
108381,0.15
108383,0.28
108390,0.29
108407,0.21
108408,0.18
108411,0.23
108412,0.28
108419,0.3
108436,0.41
108437,0.33
108438,0.21
108441,0.29
108448,0.2
108449,0.33
108466,0.21
108467,0.29
108473,0.37
108474,0.32
108476,0.22
108479,0.16
108486,0.2
108493,0.24
108501,0.28
108506,0.42
108510,0.26
108511,0.33
108514,0.28
108517,0.22
108519,0.32
108522,0.21
108548,0.36
108554,0.27
108555,0.31
108559,0.28
108562,0.37
108571,0.24
108572,0.22
108579,0.2
108583,0.15
108584,0.26
108592,0.28
108602,0.18
108609,0.25
108613,0.31
108616,0.32
108618,0.33
108620,0.24
108643,0.22
108649,0.24
108654,0.31
108655,0.25
108656,0.27
108667,0.27
108668,0.25
108682,0.31
108690,0.31
108691,0.28
108692,0.3
108695,0.25
108699,0.27
108710,0.32
108718,0.29
108739,0.34
108740,0.34
108741,0.31
108742,0.27
108763,0.31
108767,0.29
108769,0.48
108779,0.29
108788,0.29
108801,0.3
108802,0.27
108810,0.24
108811,0.33
108813,0.22
108814,0.32
108825,0.26
108826,0.41
108830,0.34
108834,0.13
108852,0.34
108887,0.41
108901,0.35
108908,0.25
108910,0.36
108920,0.31
108922,0.21
108929,0.24
108930,0.23
108937,0.41
108938,0.27
108943,0.36
108948,0.21
108953,0.33
108956,0.37
108965,0.32
108985,0.38
108986,0.35
108987,0.29
108990,0.25
108991,0.23
108993,0.32
109000,0.37
109001,0.36
109012,0.49
109014,0.3
109015,0.3
109021,0.27
109037,0.2
109042,0.27
109044,0.42
109046,0.37
109064,0.17
109084,0.31
109086,0.27
109092,0.16
109093,0.43
109100,0.29
109101,0.17
109110,0.17
109114,0.42
109126,0.37
109152,0.2
109162,0.26
109167,0.29
109168,0.26
109169,0.37
109179,0.36
109184,0.24
109191,0.32
109192,0.17
109193,0.22
109196,0.27
109206,0.46
109210,0.32
109244,0.28
109249,0.39
109273,0.29
109276,0.35
109281,0.26
109287,0.22
109297,0.34
109298,0.29
109306,0.19
109309,0.25
109321,0.42
109328,0.37
109336,0.27
109342,0.27
109346,0.19
109347,0.31
109348,0.3
109362,0.33
109363,0.19
109367,0.29
109370,0.23
109393,0.35
109405,0.29
109413,0.28
109414,0.45
109421,0.23
109427,0.38
109428,0.25
109429,0.36
109437,0.29
109443,0.26
109461,0.35
109468,0.25
109469,0.25
109471,0.37
109479,0.37
109484,0.27
109501,0.32
109505,0.26
109535,0.28
109539,0.18
109544,0.42
109545,0.24
109551,0.3
109553,0.26
109555,0.32
109561,0.28
109580,0.17
109583,0.47
109593,0.4
109604,0.33
109620,0.23
109635,0.23
109637,0.46
109638,0.24
109642,0.31
109649,0.26
109652,0.24
109656,0.22
109663,0.27
109696,0.26
109700,0.42
109709,0.31
109735,0.19
109740,0.28
109741,0.29
109749,0.39
109764,0.24
109771,0.41
109772,0.19
109773,0.36
109798,0.3
109802,0.27
109804,0.31
109813,0.26
109818,0.24
109848,0.19
109850,0.24
109851,0.23
109855,0.18
109871,0.36
109877,0.34
109883,0.24
109886,0.12
109905,0.32
109936,0.35
109950,0.3
109958,0.26
109959,0.35
109969,0.17
109971,0.16
109984,0.22
109985,0.4
109988,0.19
109992,0.3
110005,0.25
110009,0.3
110011,0.47
110014,0.36
110026,0.3
110042,0.33
110058,0.19
110069,0.34
110080,0.18
110087,0.38
110091,0.33
110094,0.3
110098,0.37
110105,0.34
110117,0.23
110136,0.3
110138,0.35
110149,0.42
110164,0.22
110202,0.47
110212,0.2
110226,0.25
110236,0.32
110249,0.17
110257,0.34
110258,0.31
110277,0.17
110282,0.35
110284,0.27
110286,0.26
110289,0.21
110304,0.25
110319,0.3
110324,0.43
110326,0.2
110335,0.21
110337,0.4
110338,0.35
110343,0.27
110345,0.19
110347,0.38
110355,0.22
110359,0.27
110360,0.38
110364,0.34
110371,0.26
110372,0.25
110376,0.43
110379,0.34
110380,0.25
110393,0.23
110401,0.43
110406,0.18
110411,0.23
110416,0.23
110420,0.18
110443,0.44
110465,0.16
110468,0.34
110469,0.31
110471,0.33
110487,0.26
110491,0.3
110504,0.29
110547,0.39
110550,0.17
110559,0.34
110578,0.44
110582,0.34
110590,0.29
110598,0.23
110601,0.31
110602,0.21
110604,0.25
110625,0.44
110626,0.38
110636,0.35
110637,0.29
110638,0.33
110646,0.35
110648,0.3
110652,0.25
110681,0.36
110682,0.29
110687,0.41
110691,0.27
110694,0.23
110695,0.33
110696,0.24
110708,0.26
110710,0.23
110717,0.23
110730,0.32
110740,0.36
110742,0.38
110747,0.29
110761,0.19
110766,0.27
110769,0.34
110774,0.25
110803,0.29
110805,0.31
110809,0.39
110827,0.28
110832,0.21
110839,0.37
110859,0.37
110861,0.21
110863,0.31
110865,0.3
110881,0.38
110889,0.27
110891,0.2
110894,0.17
110895,0.34
110907,0.32
110914,0.35
110933,0.22
110934,0.32
110937,0.28
110953,0.25
110954,0.26
110958,0.38
110970,0.26
110974,0.28
110977,0.23
110989,0.34
110993,0.34
110994,0.32
111018,0.25
111019,0.2
111030,0.45
111032,0.22
111041,0.24
111045,0.21
111048,0.23
111052,0.29
111070,0.45
111084,0.31
111091,0.28
111104,0.33
111108,0.29
111112,0.33
111127,0.18
111142,0.35
111146,0.35
111165,0.25
111168,0.2
111169,0.4
111172,0.25
111173,0.3
111174,0.25
111175,0.44
111176,0.23
111177,0.22
111180,0.29
111182,0.21
111192,0.35
111194,0.38
111196,0.31
111197,0.25
111198,0.28
111205,0.35
111207,0.3
111222,0.21
111228,0.23
111233,0.32
111256,0.28
111258,0.22
111262,0.28
111263,0.35
111267,0.2
111269,0.32
111276,0.36
111277,0.38
111279,0.33
111290,0.25
111294,0.21
111295,0.36
111315,0.46
111318,0.29
111327,0.3
111328,0.31
111332,0.23
111338,0.21
111343,0.37
111344,0.26
111345,0.38
111347,0.22
111356,0.24
111359,0.28
111367,0.25
111368,0.21
111391,0.26
111408,0.2
111412,0.18
111419,0.26
111422,0.27
111423,0.41
111439,0.34
111452,0.32
111456,0.28
111467,0.27
111478,0.39
111482,0.25
111488,0.3
111503,0.33
111510,0.21
111512,0.27
111518,0.29
111532,0.33
111537,0.15
111541,0.31
111544,0.29
111550,0.25
111554,0.46
111560,0.37
111566,0.38
111567,0.23
111592,0.21
111618,0.37
111620,0.25
111627,0.21
111641,0.29
111646,0.34
111652,0.27
111657,0.23
111664,0.3
111665,0.2
111669,0.2
111673,0.21
111687,0.17
111688,0.27
111689,0.2
111694,0.2
111695,0.23
111698,0.26
111703,0.18
111709,0.25
111712,0.22
111715,0.35
111724,0.27
111730,0.34
111747,0.23
111760,0.22
111761,0.19
111763,0.34
111776,0.27
111777,0.21
111781,0.28
111793,0.31
111804,0.38
111810,0.45
111816,0.29
111818,0.33
111830,0.19
111832,0.27
111841,0.22
111842,0.29
111843,0.27
111846,0.29
111848,0.39
111856,0.28
111857,0.22
111877,0.17
111882,0.19
111883,0.21
111891,0.27
111893,0.21
111901,0.24
111912,0.32
111913,0.2
111955,0.22
111958,0.25
111960,0.29
111967,0.22
112000,0.22
112003,0.32
112015,0.37
112019,0.36
112020,0.24
112028,0.31
112029,0.22
112031,0.33
112039,0.26
112042,0.2
112049,0.22
112052,0.24
112054,0.25
112055,0.29
112063,0.24
112070,0.3
112071,0.24
112080,0.25
112083,0.34
112085,0.26
112089,0.21
112098,0.47
112100,0.2
112105,0.35
112124,0.2
112126,0.3
112127,0.37
112128,0.26
112148,0.29
112149,0.32
112165,0.26
112170,0.33
112171,0.43
112176,0.3
112186,0.29
112199,0.25
112203,0.32
112214,0.29
112215,0.32
112216,0.3
112224,0.2
112225,0.22
112231,0.44
112234,0.32
112235,0.26
112236,0.4
112254,0.31
112265,0.35
112271,0.19
112284,0.24
112287,0.34
112295,0.36
112303,0.34
112307,0.31
112310,0.26
112312,0.46
112313,0.25
112326,0.31
112333,0.18
112334,0.28
112339,0.25
112347,0.29
112350,0.41
112356,0.52
112357,0.24
112359,0.35
112360,0.25
112371,0.27
112385,0.22
112392,0.16
112401,0.45
112405,0.3
112414,0.36
112429,0.36
112448,0.18
112467,0.34
112468,0.37
112469,0.34
112491,0.25
112500,0.32
112510,0.43
112535,0.4
112537,0.3
112551,0.24
112552,0.22
112556,0.29
112577,0.29
112590,0.17
112593,0.28
112596,0.38
112601,0.15
112604,0.31
112622,0.3
112655,0.3
112663,0.28
112667,0.22
112670,0.25
112676,0.28
112677,0.29
112679,0.25
112683,0.29
112688,0.29
112692,0.24
112696,0.3
112702,0.33
112709,0.2
112720,0.23
112735,0.21
112738,0.27
112742,0.12
112748,0.33
112749,0.38
112766,0.32
112767,0.21
112769,0.2
112771,0.3
112775,0.28
112794,0.41
112795,0.25
112796,0.35
112815,0.24
112817,0.28
112821,0.37
112822,0.21
112829,0.35
112831,0.4
112835,0.28
112838,0.25
112842,0.32
112844,0.38
112845,0.25
112846,0.29
112847,0.32
112867,0.23
112868,0.22
112874,0.22
112879,0.32
112882,0.41
112886,0.24
112895,0.37
112896,0.32
112902,0.25
112904,0.28
112917,0.37
112932,0.26
112944,0.28
112946,0.3
112947,0.29
112948,0.33
112966,0.31
112967,0.23
112971,0.27
112973,0.3
112974,0.2
112978,0.42
112988,0.22
112992,0.45
113003,0.31
113004,0.25
113007,0.34
113020,0.3
113025,0.45
113032,0.21
113042,0.34
113047,0.22
113066,0.2
113067,0.45
113071,0.27
113087,0.28
113108,0.23
113109,0.19
113123,0.29
113128,0.36
113134,0.24
113151,0.27
113175,0.36
113181,0.24
113188,0.41
113191,0.29
113193,0.41
113201,0.37
113209,0.28
113222,0.43
113248,0.2
113272,0.26
113276,0.25
113287,0.24
113302,0.25
113308,0.31
113316,0.35
113318,0.24
113320,0.24
113322,0.39
113325,0.43
113326,0.24
113332,0.3
113346,0.36
113352,0.25
113361,0.17
113362,0.17
113365,0.38
113366,0.23
113368,0.32
113382,0.21
113385,0.27
113390,0.34
113391,0.25
113393,0.23
113396,0.35
113397,0.39
113402,0.25
113403,0.24
113405,0.27
113406,0.34
113410,0.53
113413,0.24
113418,0.28
113419,0.35
113435,0.31
113438,0.39
113447,0.22
113458,0.32
113466,0.22
113475,0.24
113482,0.33
113490,0.25
113505,0.21
113508,0.29
113520,0.23
113532,0.23
113535,0.28
113549,0.29
113557,0.31
113558,0.27
113561,0.21
113566,0.24
113569,0.19
113574,0.31
113576,0.29
113577,0.22
113585,0.25
113587,0.36
113599,0.42
113601,0.28
113602,0.23
113605,0.27
113609,0.36
113611,0.42
113616,0.25
113627,0.44
113631,0.51
113643,0.4
113652,0.28
113657,0.27
113659,0.24
113672,0.22
113680,0.3
113692,0.2
113694,0.19
113695,0.35
113701,0.25
113733,0.36
113738,0.35
113740,0.3
113742,0.28
113777,0.19
113783,0.29
113788,0.29
113789,0.28
113791,0.41
113795,0.34
113799,0.29
113805,0.18
113820,0.33
113822,0.22
113824,0.32
113829,0.22
113832,0.31
113833,0.35
113841,0.23
113849,0.29
113862,0.35
113863,0.43
113864,0.39
113870,0.3
113875,0.2
113882,0.26
113887,0.25
113894,0.25
113909,0.16
113930,0.28
113936,0.36
113939,0.26
113942,0.31
113943,0.31
113945,0.32
113947,0.23
113950,0.22
113951,0.34
113957,0.31
113966,0.31
113967,0.44
113977,0.31
113984,0.31
113986,0.31
113992,0.25
113998,0.19
113999,0.4
114003,0.22
