SK_ID_CURR,TARGET
102054,0.21
102062,0.29
102067,0.39
102068,0.33
102070,0.4
102090,0.39
102092,0.26
102099,0.37
102100,0.36
102112,0.26
102113,0.33
102122,0.33
102123,0.32
102125,0.33
102126,0.32
102146,0.32
102147,0.39
102151,0.26
102158,0.35
102159,0.33
102162,0.32
102165,0.31
102166,0.29
102174,0.24
102193,0.41
102198,0.35
102205,0.28
102206,0.33
102218,0.26
102221,0.34
102230,0.25
102238,0.29
102248,0.39
102252,0.44
102259,0.37
102262,0.35
102273,0.34
102286,0.45
102293,0.25
102294,0.31
102296,0.26
102298,0.24
102303,0.27
102309,0.28
102315,0.35
102340,0.33
102342,0.3
102344,0.28
102346,0.31
102347,0.29
102374,0.3
102380,0.36
102387,0.3
102393,0.23
102403,0.28
102413,0.27
102414,0.25
102415,0.31
102416,0.3
102439,0.25
102441,0.3
102443,0.3
102444,0.34
102445,0.32
102448,0.3
102449,0.32
102450,0.36
102456,0.3
102458,0.34
102459,0.28
102465,0.35
102470,0.44
102471,0.26
102475,0.33
102476,0.31
102506,0.34
102509,0.28
102519,0.31
102522,0.27
102545,0.35
102549,0.29
102562,0.28
102563,0.26
102568,0.27
102582,0.28
102592,0.28
102597,0.39
102605,0.31
102614,0.35
102617,0.38
102634,0.38
102652,0.25
102655,0.25
102671,0.29
102694,0.38
102701,0.29
102703,0.24
102704,0.26
102713,0.19
102720,0.38
102731,0.29
102733,0.33
102749,0.31
102755,0.28
102763,0.27
102770,0.3
102772,0.35
102799,0.4
102838,0.31
102854,0.29
102862,0.33
102863,0.34
102867,0.32
102868,0.28
102878,0.22
102887,0.38
102898,0.44
102904,0.26
102912,0.42
102919,0.25
102927,0.31
102932,0.34
102933,0.33
102935,0.27
102958,0.31
102969,0.31
102971,0.24
102975,0.21
102979,0.28
102982,0.32
102987,0.36
102989,0.33
102995,0.25
102996,0.35
103000,0.23
103001,0.42
103004,0.32
103010,0.25
103025,0.28
103029,0.27
103046,0.27
103056,0.33
103062,0.4
103078,0.35
103083,0.34
103092,0.38
103096,0.38
103097,0.47
103102,0.25
103112,0.29
103132,0.28
103144,0.24
103145,0.33
103146,0.3
103147,0.36
103158,0.3
103171,0.33
103173,0.32
103184,0.27
103195,0.32
103196,0.32
103206,0.29
103230,0.33
103231,0.38
103232,0.22
103239,0.45
103240,0.35
103243,0.27
103252,0.33
103258,0.37
103259,0.39
103279,0.26
103280,0.26
103286,0.32
103287,0.43
103290,0.29
103298,0.32
103315,0.18
103319,0.35
103334,0.28
103336,0.38
103345,0.27
103368,0.26
103371,0.31
103377,0.34
103398,0.26
103404,0.31
103408,0.35
103410,0.34
103418,0.32
103420,0.35
103432,0.33
103433,0.29
103436,0.3
103440,0.3
103453,0.29
103459,0.27
103460,0.24
103461,0.28
103462,0.28
103473,0.3
103474,0.28
103475,0.35
103478,0.29
103480,0.39
103484,0.32
103494,0.2
103513,0.28
103515,0.32
103516,0.42
103525,0.38
103541,0.35
103544,0.25
103562,0.41
103570,0.37
103572,0.3
103574,0.34
103575,0.31
103591,0.4
103594,0.24
103609,0.21
103613,0.35
103614,0.28
103615,0.28
103624,0.35
103625,0.4
103628,0.39
103629,0.34
103647,0.35
103648,0.29
103651,0.25
103658,0.33
103668,0.25
103669,0.28
103676,0.31
103682,0.32
103683,0.27
103689,0.35
103725,0.36
103733,0.32
103744,0.29
103762,0.33
103771,0.53
103773,0.34
103783,0.26
103784,0.39
103808,0.32
103812,0.24
103813,0.29
103814,0.33
103818,0.45
103824,0.27
103828,0.21
103830,0.3
103840,0.27
103842,0.31
103847,0.44
103848,0.27
103851,0.31
103854,0.34
103857,0.42
103861,0.24
103862,0.38
103865,0.34
103870,0.29
103876,0.28
103891,0.39
103908,0.31
103914,0.34
103918,0.32
103940,0.27
103963,0.37
103966,0.45
103971,0.35
103980,0.31
103984,0.43
103985,0.34
103998,0.39
104019,0.24
104026,0.34
104035,0.28
104044,0.36
104045,0.33
104047,0.41
104051,0.25
104058,0.24
104063,0.27
104066,0.34
104087,0.31
104089,0.32
104095,0.26
104098,0.29
104104,0.32
104110,0.36
104120,0.29
104122,0.37
104131,0.27
104132,0.34
104135,0.26
104136,0.23
104149,0.24
104150,0.25
104156,0.27
104165,0.29
104175,0.32
104179,0.34
104184,0.43
104206,0.25
104216,0.37
104230,0.4
104257,0.26
104272,0.28
104273,0.25
104278,0.23
104294,0.34
104295,0.3
104297,0.29
104298,0.26
104308,0.32
104318,0.24
104319,0.34
104320,0.33
104327,0.35
104334,0.33
104344,0.28
104350,0.31
104351,0.32
104354,0.23
104369,0.39
104376,0.31
104381,0.3
104384,0.31
104391,0.27
104394,0.28
104398,0.3
104402,0.29
104408,0.35
104409,0.2
104410,0.3
104412,0.32
104417,0.35
104424,0.3
104426,0.26
104435,0.32
104445,0.36
104458,0.36
104460,0.28
104466,0.27
104472,0.37
104473,0.36
104479,0.26
104480,0.21
104482,0.35
104499,0.3
104501,0.25
104502,0.26
104506,0.32
104510,0.25
104512,0.34
104520,0.36
104528,0.25
104529,0.24
104541,0.35
104578,0.26
104584,0.38
104588,0.33
104602,0.37
104610,0.27
104611,0.38
104618,0.33
104620,0.36
104622,0.39
104624,0.34
104625,0.36
104634,0.37
104639,0.34
104646,0.23
104647,0.27
104652,0.33
104670,0.29
104677,0.27
104685,0.44
104691,0.23
104696,0.32
104699,0.3
104712,0.37
104714,0.29
104717,0.36
104718,0.27
104740,0.33
104741,0.26
104743,0.23
104744,0.34
104747,0.38
104767,0.34
104772,0.51
104776,0.35
104779,0.22
104814,0.24
104815,0.32
104830,0.31
104831,0.39
104833,0.3
104839,0.4
104840,0.36
104860,0.31
104861,0.3
104866,0.21
104870,0.29
104877,0.4
104878,0.19
104879,0.27
104880,0.32
104899,0.27
104906,0.29
104907,0.39
104913,0.28
104916,0.36
104921,0.43
104930,0.36
104931,0.41
104936,0.21
104937,0.25
104942,0.29
104943,0.25
104969,0.31
104972,0.39
104988,0.31
105013,0.31
105015,0.24
105019,0.38
105027,0.32
105030,0.26
105035,0.42
105041,0.21
105051,0.28
105056,0.23
105067,0.42
105071,0.3
105072,0.23
105074,0.41
105091,0.25
105101,0.29
105103,0.24
105134,0.33
105139,0.22
105142,0.36
105146,0.24
105163,0.39
105168,0.4
105172,0.36
105176,0.44
105195,0.31
105196,0.36
105197,0.35
105203,0.35
105223,0.33
105227,0.37
105228,0.34
105230,0.42
105231,0.29
105239,0.26
105242,0.36
105244,0.32
105245,0.38
105248,0.32
105249,0.27
105266,0.41
105271,0.5
105276,0.35
105282,0.22
105292,0.32
105297,0.24
105332,0.32
105333,0.33
105343,0.42
105344,0.35
105345,0.27
105357,0.27
105359,0.29
105366,0.27
105367,0.27
105370,0.32
105377,0.27
105390,0.26
105399,0.3
105403,0.36
105404,0.32
105414,0.28
105417,0.27
105425,0.36
105452,0.33
105454,0.43
105456,0.28
105470,0.3
105471,0.31
105483,0.31
105493,0.29
105508,0.37
105514,0.26
105515,0.27
105528,0.41
105529,0.26
105531,0.32
105532,0.34
105558,0.24
105574,0.29
105578,0.22
105584,0.39
105595,0.31
105617,0.39
105618,0.28
105621,0.23
105625,0.3
105629,0.33
105630,0.25
105634,0.28
105635,0.27
105641,0.28
105647,0.34
105648,0.34
105655,0.32
105657,0.28
105672,0.3
105678,0.43
105682,0.32
105691,0.39
105692,0.28
105706,0.37
105712,0.27
105720,0.32
105734,0.29
105735,0.33
105736,0.39
105737,0.23
105738,0.36
105740,0.24
105744,0.4
105747,0.31
105749,0.43
105754,0.35
105758,0.36
105760,0.22
105767,0.31
105784,0.35
105791,0.24
105802,0.43
105807,0.37
105809,0.27
105816,0.36
105817,0.41
105824,0.23
105832,0.34
105856,0.31
105865,0.26
105899,0.36
105906,0.23
105916,0.3
105923,0.3
105937,0.29
105965,0.25
105966,0.3
105968,0.35
105973,0.26
105976,0.3
105978,0.33
105979,0.24
105991,0.29
105998,0.35
105999,0.27
106000,0.39
106001,0.34
106010,0.38
106011,0.29
106013,0.35
106015,0.29
106026,0.36
106032,0.26
106035,0.34
106040,0.38
106041,0.31
106044,0.2
106053,0.32
106054,0.31
106065,0.34
106081,0.22
106083,0.27
106087,0.27
106090,0.35
106101,0.18
106102,0.28
106109,0.27
106116,0.26
106150,0.24
106155,0.35
106166,0.27
106176,0.39
106189,0.38
106199,0.26
106205,0.3
106206,0.27
106211,0.26
106214,0.28
106216,0.33
106217,0.22
106225,0.24
106249,0.24
106256,0.27
106258,0.27
106261,0.31
106262,0.31
106264,0.19
106271,0.31
106276,0.3
106277,0.3
106286,0.27
106293,0.27
106295,0.32
106296,0.31
106297,0.3
106298,0.3
106311,0.24
106314,0.37
106320,0.38
106334,0.37
106346,0.34
106347,0.29
106349,0.29
106354,0.32
106360,0.32
106373,0.36
106377,0.36
106386,0.38
106387,0.29
106391,0.28
106401,0.36
106411,0.36
106413,0.39
106426,0.3
106427,0.28
106428,0.32
106434,0.28
106438,0.4
106440,0.28
106441,0.26
106452,0.34
106453,0.32
106454,0.28
106457,0.3
106484,0.32
106488,0.38
106491,0.29
106514,0.37
106527,0.31
106528,0.34
106529,0.28
106534,0.37
106550,0.32
106577,0.23
106585,0.42
106590,0.23
106607,0.26
106610,0.34
106611,0.31
106612,0.33
106624,0.24
106631,0.29
106647,0.56
106660,0.41
106674,0.3
106687,0.3
106712,0.3
106713,0.3
106717,0.26
106720,0.36
106721,0.31
106724,0.27
106735,0.36
106739,0.34
106740,0.29
106754,0.39
106760,0.46
106761,0.28
106784,0.22
106787,0.28
106797,0.24
106798,0.34
106802,0.24
106803,0.3
106804,0.42
106805,0.3
106810,0.36
106812,0.36
106813,0.37
106817,0.25
106822,0.29
106823,0.36
106827,0.3
106841,0.31
106851,0.36
106852,0.33
106853,0.33
106854,0.48
106861,0.3
106873,0.31
106877,0.32
106878,0.28
106881,0.32
106900,0.37
106906,0.29
106907,0.39
106914,0.39
106916,0.28
106924,0.34
106931,0.32
106936,0.39
106937,0.39
106938,0.22
106939,0.34
106943,0.36
106944,0.39
106967,0.24
106980,0.24
106986,0.31
106987,0.31
106990,0.35
107013,0.28
107023,0.34
107033,0.28
107037,0.3
107048,0.26
107071,0.27
107081,0.31
107113,0.38
107130,0.26
107131,0.22
107145,0.38
107156,0.35
107219,0.35
107222,0.3
107223,0.44
107232,0.3
107245,0.31
107246,0.29
107247,0.32
107256,0.19
107259,0.3
107260,0.28
107279,0.46
107280,0.31
107281,0.37
107285,0.23
107329,0.26
107337,0.31
107349,0.23
107350,0.28
107351,0.32
107359,0.46
107391,0.33
107394,0.32
107395,0.25
107406,0.37
107416,0.33
107417,0.25
107418,0.31
107419,0.3
107444,0.24
107445,0.27
107446,0.34
107460,0.34
107470,0.31
107475,0.26
107520,0.27
107526,0.3
107527,0.27
107530,0.34
107532,0.37
107534,0.43
107535,0.3
107554,0.39
107556,0.31
107559,0.37
107561,0.21
107564,0.33
107566,0.19
107571,0.22
107590,0.39
107602,0.34
107625,0.26
107626,0.36
107635,0.32
107636,0.36
107645,0.26
107652,0.32
107655,0.25
107668,0.4
107670,0.27
107677,0.21
107680,0.25
107683,0.32
107684,0.34
107691,0.26
107692,0.37
107703,0.34
107709,0.25
107710,0.43
107721,0.35
107725,0.26
107727,0.3
107739,0.3
107740,0.3
107741,0.28
107747,0.27
107765,0.48
107768,0.26
107775,0.32
107782,0.46
107790,0.29
107801,0.28
107807,0.25
107811,0.23
107817,0.35
107826,0.32
107838,0.34
107839,0.23
107843,0.44
107847,0.41
107849,0.3
107850,0.35
107867,0.27
107871,0.34
107908,0.25
107913,0.34
107927,0.29
107931,0.19
107955,0.29
107962,0.27
107977,0.43
107978,0.34
107993,0.29
108010,0.36
108016,0.28
108018,0.48
108027,0.34
108045,0.36
108069,0.24
108082,0.28
108089,0.28
108092,0.27
108106,0.38
108112,0.27
108120,0.33
108122,0.32
108135,0.31
108170,0.28
108171,0.32
108177,0.23
108180,0.33
108183,0.37
108184,0.29
108185,0.2
108192,0.27
108195,0.27
108196,0.23
108218,0.22
108219,0.34
108243,0.27
108249,0.28
108251,0.35
108274,0.34
108280,0.44
108289,0.29
108292,0.35
108295,0.28
108327,0.29
108332,0.34
108346,0.29
108349,0.38
108353,0.29
108362,0.28
108363,0.27
108377,0.41
108378,0.37
108381,0.27
108383,0.31
108390,0.34
108407,0.21
108408,0.3
108411,0.31
108412,0.33
108419,0.38
108436,0.44
108437,0.34
108438,0.33
108441,0.31
108448,0.26
108449,0.33
108466,0.25
108467,0.25
108473,0.32
108474,0.31
108476,0.34
108479,0.28
108486,0.27
108493,0.21
108501,0.29
108506,0.39
108510,0.31
108511,0.44
108514,0.29
108517,0.31
108519,0.27
108522,0.32
108548,0.36
108554,0.27
108555,0.32
108559,0.28
108562,0.34
108571,0.25
108572,0.35
108579,0.31
108583,0.29
108584,0.28
108592,0.35
108602,0.31
108609,0.34
108613,0.26
108616,0.34
108618,0.26
108620,0.22
108643,0.27
108649,0.37
108654,0.32
108655,0.25
108656,0.26
108667,0.31
108668,0.31
108682,0.37
108690,0.27
108691,0.3
108692,0.29
108695,0.37
108699,0.25
108710,0.38
108718,0.39
108739,0.46
108740,0.31
108741,0.25
108742,0.32
108763,0.35
108767,0.38
108769,0.3
108779,0.32
108788,0.3
108801,0.28
108802,0.3
108810,0.3
108811,0.29
108813,0.3
108814,0.34
108825,0.4
108826,0.34
108830,0.27
108834,0.17
108852,0.32
108887,0.3
108901,0.38
108908,0.17
108910,0.26
108920,0.26
108922,0.34
108929,0.38
108930,0.36
108937,0.27
108938,0.28
108943,0.38
108948,0.32
108953,0.33
108956,0.37
108965,0.21
108985,0.42
108986,0.33
108987,0.22
108990,0.2
108991,0.36
108993,0.36
109000,0.35
109001,0.37
109012,0.53
109014,0.33
109015,0.31
109021,0.25
109037,0.23
109042,0.34
109044,0.34
109046,0.46
109064,0.22
109084,0.34
109086,0.26
109092,0.29
109093,0.36
109100,0.37
109101,0.24
109110,0.4
109114,0.36
109126,0.33
109152,0.22
109162,0.28
109167,0.31
109168,0.35
109169,0.27
109179,0.29
109184,0.37
109191,0.43
109192,0.27
109193,0.4
109196,0.33
109206,0.35
109210,0.28
109244,0.42
109249,0.26
109273,0.35
109276,0.38
109281,0.29
109287,0.25
109297,0.39
109298,0.36
109306,0.32
109309,0.3
109321,0.42
109328,0.37
109336,0.32
109342,0.34
109346,0.28
109347,0.41
109348,0.32
109362,0.33
109363,0.2
109367,0.22
109370,0.32
109393,0.31
109405,0.32
109413,0.36
109414,0.37
109421,0.27
109427,0.36
109428,0.29
109429,0.41
109437,0.26
109443,0.25
109461,0.3
109468,0.35
109469,0.26
109471,0.42
109479,0.31
109484,0.29
109501,0.27
109505,0.31
109535,0.22
109539,0.32
109544,0.34
109545,0.41
109551,0.21
109553,0.38
109555,0.31
109561,0.34
109580,0.28
109583,0.42
109593,0.4
109604,0.37
109620,0.32
109635,0.23
109637,0.43
109638,0.35
109642,0.34
109649,0.23
109652,0.29
109656,0.32
109663,0.35
109696,0.35
109700,0.42
109709,0.29
109735,0.2
109740,0.29
109741,0.31
109749,0.35
109764,0.26
109771,0.29
109772,0.25
109773,0.4
109798,0.28
109802,0.26
109804,0.36
109813,0.23
109818,0.23
109848,0.3
109850,0.31
109851,0.22
109855,0.27
109871,0.42
109877,0.31
109883,0.34
109886,0.26
109905,0.31
109936,0.32
109950,0.26
109958,0.34
109959,0.4
109969,0.28
109971,0.31
109984,0.34
109985,0.4
109988,0.28
109992,0.32
110005,0.41
110009,0.28
110011,0.38
110014,0.32
110026,0.24
110042,0.34
110058,0.32
110069,0.4
110080,0.27
110087,0.39
110091,0.29
110094,0.33
110098,0.48
110105,0.39
110117,0.24
110136,0.33
110138,0.41
110149,0.47
110164,0.22
110202,0.33
110212,0.32
110226,0.21
110236,0.32
110249,0.2
110257,0.32
110258,0.27
110277,0.28
110282,0.27
110284,0.25
110286,0.38
110289,0.3
110304,0.34
110319,0.24
110324,0.38
110326,0.3
110335,0.25
110337,0.31
110338,0.31
110343,0.37
110345,0.32
110347,0.39
110355,0.29
110359,0.32
110360,0.28
110364,0.41
110371,0.22
110372,0.3
110376,0.34
110379,0.39
110380,0.27
110393,0.3
110401,0.36
110406,0.18
110411,0.35
110416,0.22
110420,0.19
110443,0.29
110465,0.16
110468,0.21
110469,0.32
110471,0.41
110487,0.41
110491,0.2
110504,0.27
110547,0.3
110550,0.27
110559,0.39
110578,0.47
110582,0.23
110590,0.25
110598,0.38
110601,0.36
110602,0.35
110604,0.28
110625,0.35
110626,0.32
110636,0.24
110637,0.3
110638,0.45
110646,0.32
110648,0.32
110652,0.28
110681,0.3
110682,0.27
110687,0.34
110691,0.32
110694,0.35
110695,0.26
110696,0.29
110708,0.34
110710,0.28
110717,0.3
110730,0.35
110740,0.31
110742,0.32
110747,0.32
110761,0.3
110766,0.3
110769,0.23
110774,0.35
110803,0.33
110805,0.28
110809,0.37
110827,0.4
110832,0.31
110839,0.36
110859,0.32
110861,0.21
110863,0.45
110865,0.37
110881,0.32
110889,0.37
110891,0.26
110894,0.4
110895,0.28
110907,0.3
110914,0.36
110933,0.31
110934,0.24
110937,0.26
110953,0.27
110954,0.26
110958,0.39
110970,0.31
110974,0.32
110977,0.25
110989,0.3
110993,0.41
110994,0.47
111018,0.28
111019,0.35
111030,0.3
111032,0.25
111041,0.32
111045,0.28
111048,0.32
111052,0.25
111070,0.33
111084,0.27
111091,0.3
111104,0.26
111108,0.31
111112,0.35
111127,0.3
111142,0.32
111146,0.33
111165,0.25
111168,0.21
111169,0.32
111172,0.25
111173,0.2
111174,0.43
111175,0.4
111176,0.27
111177,0.34
111180,0.31
111182,0.29
111192,0.35
111194,0.4
111196,0.33
111197,0.32
111198,0.4
111205,0.26
111207,0.3
111222,0.31
111228,0.34
111233,0.32
111256,0.28
111258,0.36
111262,0.17
111263,0.38
111267,0.26
111269,0.4
111276,0.27
111277,0.3
111279,0.35
111290,0.31
111294,0.29
111295,0.39
111315,0.45
111318,0.38
111327,0.35
111328,0.31
111332,0.27
111338,0.29
111343,0.39
111344,0.38
111345,0.5
111347,0.3
111356,0.33
111359,0.35
111367,0.25
111368,0.24
111391,0.42
111408,0.24
111412,0.29
111419,0.3
111422,0.34
111423,0.44
111439,0.27
111452,0.4
111456,0.22
111467,0.36
111478,0.3
111482,0.28
111488,0.41
111503,0.31
111510,0.28
111512,0.28
111518,0.28
111532,0.31
111537,0.29
111541,0.24
111544,0.31
111550,0.28
111554,0.36
111560,0.32
111566,0.32
111567,0.38
111592,0.25
111618,0.32
111620,0.3
111627,0.26
111641,0.33
111646,0.33
111652,0.33
111657,0.29
111664,0.26
111665,0.33
111669,0.32
111673,0.26
111687,0.39
111688,0.19
111689,0.22
111694,0.23
111695,0.29
111698,0.29
111703,0.28
111709,0.25
111712,0.27
111715,0.39
111724,0.27
111730,0.29
111747,0.24
111760,0.33
111761,0.33
111763,0.31
111776,0.28
111777,0.26
111781,0.2
111793,0.28
111804,0.29
111810,0.32
111816,0.29
111818,0.28
111830,0.25
111832,0.28
111841,0.27
111842,0.37
111843,0.36
111846,0.25
111848,0.45
111856,0.22
111857,0.36
111877,0.26
111882,0.27
111883,0.29
111891,0.28
111893,0.34
111901,0.28
111912,0.4
111913,0.19
111955,0.17
111958,0.3
111960,0.25
111967,0.36
112000,0.35
112003,0.28
112015,0.37
112019,0.33
112020,0.3
112028,0.27
112029,0.36
112031,0.24
112039,0.33
112042,0.3
112049,0.16
112052,0.43
112054,0.32
112055,0.39
112063,0.24
112070,0.27
112071,0.43
112080,0.25
112083,0.28
112085,0.31
112089,0.34
112098,0.45
112100,0.29
112105,0.34
112124,0.32
112126,0.3
112127,0.25
112128,0.23
112148,0.28
112149,0.28
112165,0.25
112170,0.29
112171,0.29
112176,0.28
112186,0.32
112199,0.29
112203,0.29
112214,0.31
112215,0.29
112216,0.33
112224,0.26
112225,0.29
112231,0.39
112234,0.39
112235,0.26
112236,0.29
112254,0.34
112265,0.4
112271,0.27
112284,0.31
112287,0.42
112295,0.41
112303,0.35
112307,0.33
112310,0.27
112312,0.3
112313,0.41
112326,0.36
112333,0.21
112334,0.26
112339,0.27
112347,0.29
112350,0.27
112356,0.38
112357,0.29
112359,0.32
112360,0.33
112371,0.32
112385,0.36
112392,0.23
112401,0.47
112405,0.37
112414,0.38
112429,0.25
112448,0.25
112467,0.35
112468,0.37
112469,0.35
112491,0.38
112500,0.35
112510,0.44
112535,0.36
112537,0.24
112551,0.34
112552,0.3
112556,0.32
112577,0.31
112590,0.26
112593,0.26
112596,0.33
112601,0.34
112604,0.3
112622,0.28
112655,0.32
112663,0.31
112667,0.23
112670,0.36
112676,0.2
112677,0.29
112679,0.29
112683,0.3
112688,0.37
112692,0.31
112696,0.33
112702,0.34
112709,0.23
112720,0.33
112735,0.24
112738,0.43
112742,0.22
112748,0.27
112749,0.32
112766,0.35
112767,0.25
112769,0.25
112771,0.28
112775,0.3
112794,0.38
112795,0.27
112796,0.34
112815,0.23
112817,0.51
112821,0.31
112822,0.39
112829,0.34
112831,0.34
112835,0.32
112838,0.32
112842,0.26
112844,0.36
112845,0.23
112846,0.25
112847,0.26
112867,0.46
112868,0.32
112874,0.27
112879,0.31
112882,0.28
112886,0.27
112895,0.26
112896,0.37
112902,0.28
112904,0.37
112917,0.36
112932,0.36
112944,0.33
112946,0.29
112947,0.31
112948,0.28
112966,0.46
112967,0.29
112971,0.29
112973,0.38
112974,0.25
112978,0.47
112988,0.32
112992,0.29
113003,0.29
113004,0.27
113007,0.42
113020,0.36
113025,0.36
113032,0.2
113042,0.29
113047,0.25
113066,0.24
113067,0.4
113071,0.28
113087,0.32
113108,0.3
113109,0.32
113123,0.23
113128,0.38
113134,0.23
113151,0.32
113175,0.34
113181,0.28
113188,0.37
113191,0.25
113193,0.29
113201,0.31
113209,0.26
113222,0.37
113248,0.24
113272,0.32
113276,0.3
113287,0.32
113302,0.31
113308,0.32
113316,0.41
113318,0.27
113320,0.22
113322,0.38
113325,0.44
113326,0.28
113332,0.24
113346,0.44
113352,0.33
113361,0.25
113362,0.25
113365,0.36
113366,0.23
113368,0.31
113382,0.23
113385,0.22
113390,0.33
113391,0.28
113393,0.29
113396,0.38
113397,0.33
113402,0.32
113403,0.23
113405,0.27
113406,0.33
113410,0.41
113413,0.26
113418,0.25
113419,0.45
113435,0.32
113438,0.37
113447,0.32
113458,0.28
113466,0.2
113475,0.35
113482,0.27
113490,0.22
113505,0.28
113508,0.32
113520,0.27
113532,0.38
113535,0.32
113549,0.25
113557,0.3
113558,0.22
113561,0.36
113566,0.27
113569,0.3
113574,0.24
113576,0.27
113577,0.33
113585,0.29
113587,0.33
113599,0.28
113601,0.33
113602,0.31
113605,0.33
113609,0.38
113611,0.33
113616,0.27
113627,0.35
113631,0.42
113643,0.29
113652,0.3
113657,0.4
113659,0.23
113672,0.25
113680,0.33
113692,0.43
113694,0.24
113695,0.32
113701,0.28
113733,0.29
113738,0.39
113740,0.36
113742,0.31
113777,0.25
113783,0.41
113788,0.37
113789,0.34
113791,0.39
113795,0.33
113799,0.3
113805,0.38
113820,0.35
113822,0.33
113824,0.32
113829,0.25
113832,0.27
113833,0.34
113841,0.32
113849,0.28
113862,0.38
113863,0.29
113864,0.28
113870,0.31
113875,0.32
113882,0.32
113887,0.39
113894,0.3
113909,0.23
113930,0.36
113936,0.26
113939,0.33
113942,0.26
113943,0.4
113945,0.37
113947,0.27
113950,0.27
113951,0.34
113957,0.28
113966,0.36
113967,0.28
113977,0.27
113984,0.32
113986,0.32
113992,0.32
113998,0.34
113999,0.36
114003,0.39
